PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
2u7ZD,8/8/8/p3k3/PpP2p2/1P3K2/8/8 b - - 1 60,e5d4 f3f4 d4c3 c4c5 c3b3 c5c6 b3a2 c6c7,1122,76,91,748,advancedPawn crushing endgame pawnEndgame quietMove veryLong,https://lichess.org/ObfEwAfZ/black#Some(119),
qlAve,4k3/pp4pp/2b5/P3P3/1R5P/6B1/1P1r4/6K1 w - - 1 33,h4h5 d2g2 g1f1 g2g3,1168,75,96,6912,crushing endgame fork short,https://lichess.org/X8bmoqZZ#Some(64),
sdJ9c,8/7R/5p2/2k1pN1p/4P2P/5PK1/r5P1/5b2 w - - 7 66,h7h5 a2g2 g3h3 g2g5 h3h2 g5h5,1062,75,95,1407,crushing discoveredAttack endgame long,https://lichess.org/tF8yNfcr#Some(130),
a2igq,2k2r1r/ppp3R1/3b3N/4p3/7P/5P2/PPP2P2/2K3R1 w - - 7 26,g7f7 h8h6 f7f8 d6f8,1245,75,95,1343,advantage endgame hangingPiece short,https://lichess.org/L4idGrTz#Some(50),
ccHBV,8/p4p2/1kpn2p1/6p1/2P5/3K4/PPN2P2/8 b - - 1 41,b6c5 b2b4 c5b6 c4c5 b6c7 c5d6,1076,113,100,44,advantage endgame fork knightEndgame long,https://lichess.org/ECa653K0/black#Some(81),
g54eE,7r/4pkbp/p2p2p1/8/Pp1N1P2/3Rn3/1P4PP/R5K1 w - - 0 26,a1e1 g7d4 d3d4 e3c2 e1d1 c2d4,1148,77,98,2741,advantage attraction endgame fork long,https://lichess.org/1U71moe7#Some(50),
B6iXR,6k1/p4p1p/5qp1/8/1P6/P1prP2P/1RQ2PP1/6K1 w - - 0 29,b2b3 d3d2 c2d2 c3d2,1212,79,92,200,advancedPawn crushing endgame short,https://lichess.org/Ca3KZvZM#Some(56),
fGXTX,3r2k1/1p1q1p2/p1pB1p1p/3nP3/PP6/5Q2/6PP/3R2K1 w - - 0 34,e5f6 d7d6 f3g4 g8f8 g4g7 f8e8 d1e1 e8d7 g7f7 d7c8,1455,75,92,2486,advantage defensiveMove endgame hangingPiece veryLong,https://lichess.org/JgAMfanq#Some(66),
sZI3W,8/1q3R2/p3P3/1p1p2pk/3Rn1rp/5Q2/P5P1/6K1 b - - 8 39,b7b6 f7h7 h5g6 f3f7,1023,76,96,3845,endgame mate mateIn2 short,https://lichess.org/55WUG7bf/black#Some(77),
NvOyD,3k4/7p/2B1Rpp1/1pB5/6P1/1P1r2KP/8/3r4 w - - 12 45,g3h4 g6g5 h4h5 d3h3,1163,76,91,180,deflection endgame mate mateIn2 short,https://lichess.org/nRq3tokr#Some(88),
CJ5Uy,2k5/1p5p/2p5/3p4/7P/1B2qpQ1/PPP1r3/3K1R2 w - - 1 29,f1f3 e3d2,1090,80,93,443,endgame mate mateIn1 oneMove,https://lichess.org/asXDJNwr#Some(56),
0UVkC,5rrk/3RR1bp/6p1/6P1/5P1P/4PK2/8/8 b - - 4 43,f8d8 e7g7 d8d7 g7d7,1309,75,92,226,crushing endgame short,https://lichess.org/oQkpsOcr/black#Some(85),
xHCWI,r4rk1/p5pp/2p1R3/1p6/2PP2Pq/P7/1P2QPK1/R7 w - - 0 23,a1h1 f8f2 e2f2 h4g4 f2g3 g4e6,1337,74,96,4804,advantage deflection endgame fork long sacrifice,https://lichess.org/IHIkyd74#Some(44),
EiGkQ,4r1k1/2q2p1p/p5p1/1p1Q4/2p5/P1P4P/2B2PP1/3R2K1 w - - 0 27,d5d7 e8e1 d1e1 c7d7,1054,74,96,4199,advantage deflection endgame short,https://lichess.org/kfu9Exmr#Some(52),
0PYDl,8/1q5k/1b5p/5p2/1P3P2/1QBr3P/6P1/5R1K w - - 0 37,f1d1 d3h3,1378,75,99,1705,endgame mate mateIn1 oneMove pin,https://lichess.org/x7ej7Gze#Some(72),
C2U4K,5Q2/1p6/3k2K1/8/8/8/8/2q5 b - - 0 60,d6c6 f8c8 c6d6 c8c1,1080,75,97,2117,crushing endgame queenEndgame short skewer,https://lichess.org/1Dmeg8i5/black#Some(119),
pAIuc,3r1bk1/1R5p/6p1/3N1p2/PpP5/1P3P2/2b3PP/6K1 b - - 4 35,c2b3 d5f6 g8h8 b7h7,1087,81,93,1507,arabianMate endgame mate mateIn2 short,https://lichess.org/sflKp4wA/black#Some(69),
KjLWe,8/1p4p1/5k1p/KP3p2/1P2rP1R/7P/8/8 b - - 0 46,g7g5 h4h6 f6g7 f4g5,1238,80,92,1639,crushing deflection endgame rookEndgame short,https://lichess.org/k7ecPE5p/black#Some(91),
BOmgr,1r4k1/p1q2pp1/7p/8/3P4/4P2P/Q4PP1/R6K w - - 3 30,a2a7 b8b1 a1b1 c7a7,1315,76,92,1595,advantage deflection endgame short,https://lichess.org/WLtKRB2Z#Some(58),
WAEAu,k7/p7/4N3/1R6/4K2p/2P3bP/4r3/8 w - - 8 51,e4d5 e2e5 d5c4 e5e6,1264,75,92,4379,advantage deflection endgame short,https://lichess.org/7zGfKPDw#Some(100),
9qnqC,3r4/6kp/p5p1/1p2ppq1/3nP3/P4PPP/1P1R1Q1K/3R4 w - - 0 31,e4f5 d4f3 f2f3 d8d2 d1d2 g5d2,1051,83,93,1219,advantage deflection discoveredAttack endgame long,https://lichess.org/aTlrs00S#Some(60),
DgTei,2rr2k1/8/7R/4B1pB/2p2p2/4nK2/PPP4P/8 b - - 0 32,e3f5 h6h8,1111,75,97,1206,endgame mate mateIn1 oneMove,https://lichess.org/uBOPJvXf/black#Some(63),
D9ck4,b1r4k/p5p1/5p1p/8/3NP3/q1p2PP1/2Q1P2P/2R3K1 b - - 1 34,a3b2 c2b2 c3b2 c1c8 h8h7 c8b8,1383,75,95,20619,crushing discoveredAttack endgame fork long,https://lichess.org/7qYB11SZ/black#Some(67),
luhpe,8/3k1p2/p1pp4/P2P1p1p/1PK2P1P/6P1/8/8 w - - 9 43,d5c6 d7c6 c4d4 c6b5 d4c3 d6d5,1424,76,95,4647,crushing defensiveMove endgame long pawnEndgame zugzwang,https://lichess.org/8BM13nMR#Some(84),
seMH9,5Nk1/p3q1pp/5b2/3p4/1p1P4/nP2P1B1/P3NPPP/2R3K1 b - - 0 27,g8f8 c1c8 f8f7 c8c7 e7c7 g3c7,1270,76,98,1197,advantage endgame long pin,https://lichess.org/DFaXvSrv/black#Some(53),
4smor,2k5/4bp1p/2p1p1p1/6P1/r1KP1P2/4B3/P5RP/8 w - - 3 31,c4b3 a4a3 b3c4 a3e3,1259,76,94,6737,crushing endgame short skewer,https://lichess.org/1F3qbCDu#Some(60),
QPwn3,5r2/1p5k/p2p3p/2pPb2P/P3PpQ1/q2B4/2R5/3N3K b - - 0 30,a3d3 g4g6 h7h8 g6h6 h8g8 c2g2,1317,75,93,5659,crushing endgame long,https://lichess.org/7SXk5fgi/black#Some(59),
x4zzl,5rk1/2QRRbp1/p6p/8/3p2p1/3P3P/q4PK1/8 w - - 0 33,h3g4 f7d5 g2h3 f8f3,1054,83,93,1149,crushing endgame short,https://lichess.org/gTbPMJy0#Some(64),
Rr9oD,r3q2k/p1p1nQ1P/3p4/1p1P2p1/2P2RP1/8/PP6/2K4R b - - 0 30,g5f4 f7f6,1402,76,90,1166,endgame mate mateIn1 oneMove,https://lichess.org/iLgzNujr/black#Some(59),
AGeDW,5R2/1p6/6p1/B1p5/2P1k3/PK6/5pr1/8 w - - 2 53,a5b6 g2g3 b3a4 g3f3 f8f3 e4f3,1327,74,93,9506,crushing endgame long,https://lichess.org/7S4kQ1AH#Some(104),
RMKYw,8/5pk1/1Rp1b1p1/8/R2P1P2/8/p4PK1/r7 w - - 2 40,b6c6 e6d5 f2f3 d5c6,1019,93,94,1167,crushing endgame fork short,https://lichess.org/TUtgdGvs#Some(78),
cIxmL,1k5r/pp2pp2/8/2Q5/6qN/2P5/PP3KP1/R2R3r b - - 0 27,h1d1 c5e5 b8c8 e5h8,1338,75,94,7477,crushing endgame fork master short,https://lichess.org/5ZZ88Zgh/black#Some(53),
Gm4RO,3r2k1/2p2ppp/8/p7/2P1P3/1Pp1R3/P4PPP/2Rr1K2 w - - 6 29,c1d1 d8d1 f1e2 c3c2,1058,78,97,4440,advancedPawn crushing endgame rookEndgame short,https://lichess.org/bRHElBis#Some(56),
EeXDg,3r3r/ppR3pk/6q1/2Q5/5B2/K6P/PPP2P2/8 w - - 11 31,c7b7 g6a6 a3b3 a6b7,1111,74,98,1300,crushing endgame fork short,https://lichess.org/5H4bGpVr#Some(60),
qv5Ss,6k1/5p1p/4p1p1/p7/1p6/2r1P2P/2B3P1/1RK5 w - - 6 32,b1a1 b4b3 c1b2 c3c2,1216,75,91,1575,crushing endgame short,https://lichess.org/MvHxCg9X#Some(62),
fXqf5,6k1/pp5p/6p1/2pbPp2/5P2/2PB1rP1/2P1K2P/7R w - - 4 27,d3c4 d5c4 e2f3 c4d5 f3e3 d5h1,1191,76,91,2147,crushing endgame exposedKing long sacrifice skewer,https://lichess.org/KMK0QAjW#Some(52),
SGgZN,6k1/7p/p5p1/1p3p2/1P2p2q/PQP1r3/1B4Pb/2R2K2 b - - 1 34,g8g7 c3c4 g7f7 b3e3,1444,75,92,886,advantage discoveredAttack endgame short,https://lichess.org/hm0EhXwE/black#Some(67),
wpjIE,8/8/7p/3pk1pP/1p4P1/1P2PK2/P7/8 w - - 2 40,f3e2 e5e4 e2d2 e4f3 d2d3 f3g4,1472,78,96,21225,crushing endgame long pawnEndgame zugzwang,https://lichess.org/WZhNZfU6#Some(78),
USOTi,8/8/7p/6p1/6P1/k2r4/1p2K2P/1R6 b - - 1 46,a3a2 b1b2 a2b2 e2d3,1299,74,95,16387,crushing endgame rookEndgame short,https://lichess.org/IfWYTt5R/black#Some(91),
7hzny,8/5p2/6p1/k3p3/2K1P1P1/5P2/3N3n/8 b - - 1 49,a5b6 c4d5 b6b5 d5e5,1181,75,99,678,crushing endgame knightEndgame short,https://lichess.org/w3GkSUmH/black#Some(97),
xByNy,7r/4p2p/p2pQkp1/1p1B4/4P3/4q3/PP3rPP/5R1K b - - 3 28,f6g7 e6e7 g7h6 e7h4,1430,76,93,1071,crushing endgame short,https://lichess.org/ZUDe3MEe/black#Some(55),
ziYDi,6k1/p4p1p/6p1/2p5/4q3/1Q6/2KR4/8 w - - 6 46,d2d3 c5c4 b3b8 g8g7,1354,74,95,17077,crushing endgame fork short,https://lichess.org/reIcZMCc#Some(90),
RDVf9,8/6k1/8/p3P3/P2RNK2/1p5r/8/8 w - - 2 40,e4g5 h3h4 f4e3 h4d4 e3d4 b3b2,1400,75,93,605,advancedPawn crushing endgame long,https://lichess.org/40MjTvk8#Some(78),
kYmiH,5rBk/pp2r2p/3p1pQ1/8/3P3R/7P/PPP2PPK/4q3 b - - 4 28,e7g7 h4h7 g7h7 g6h7,1088,79,92,963,endgame kingsideAttack mate mateIn2 short,https://lichess.org/vP7iwlXi/black#Some(55),
H6l0M,3q2k1/4rp1p/5p1Q/3p4/p1pP4/PpP2P1P/1P3KP1/4R3 w - - 2 30,h6f6 e7e2 e1e2 d8f6,1304,75,91,1869,advantage discoveredAttack endgame short,https://lichess.org/1ktm9aFB#Some(58),
Ja4nA,8/8/5K1p/2p3PP/1k6/8/8/8 b - - 0 50,h6g5 h5h6 c5c4 h6h7 c4c3 h7h8q,1127,76,95,637,advancedPawn crushing endgame long master pawnEndgame promotion,https://lichess.org/bMTRA6z9/black#Some(99),
d2nsC,1k1R4/1p4pp/1P6/4N3/8/7P/p1r3PK/4r3 b - - 5 37,c2c8 e5d7 b8a8 d8c8,1027,75,100,96,deflection endgame mate mateIn2 short,https://lichess.org/tEpiasBm/black#Some(73),
FdvQv,r3n1k1/2p5/p4q2/1pQ4R/5pP1/8/1P3PPK/8 b - - 6 35,e8g7 c5d5 f6e6 d5a8,1351,74,95,21080,crushing endgame fork short,https://lichess.org/pnnhKd5o/black#Some(69),
U90lh,5qk1/Q4ppp/5n2/8/4R3/2r2P2/P5PP/R6K w - - 1 26,e4b4 f8b4 a7a8 b4f8,1113,79,93,4735,advantage endgame hangingPiece short,https://lichess.org/T1WtnlgU#Some(50),
VdCpC,7r/R7/5pk1/6p1/P5P1/1Q6/1P1p1PK1/4r3 b - - 3 37,d2d1q b3f7 g6h6 f7f6,1089,77,92,1143,deflection endgame mate mateIn2 short,https://lichess.org/TcI2W3Jf/black#Some(73),
pJPQk,8/p6p/2Q3pk/8/8/1P5P/P1P2PK1/3r3r w - - 1 37,c6c3 d1g1 g2f3 h1h3 f3e2 h3c3,1098,76,94,4467,crushing deflection endgame long queenRookEndgame skewer,https://lichess.org/1pvw8XH2#Some(72),
btUlc,2b3rk/pp5p/7P/5p1R/4pQ2/3pP1P1/P4K2/3q4 b - - 7 48,d1h5 f4e5 g8g7 e5g7,1176,76,90,1163,endgame mate mateIn2 short,https://lichess.org/09ePEueo/black#Some(95),
SQ4Ca,1r4k1/4n1q1/5p1R/1Pp1pP2/p2pP1p1/P2P2N1/1P3KP1/7R b - - 2 35,g7g5 h6h8 g8f7 h1h7,1488,76,93,5518,crushing endgame kingsideAttack master short,https://lichess.org/Pd2R9nTM/black#Some(69),
mewRZ,2K5/5k2/2PQ4/8/8/8/8/7q w - - 21 81,c6c7 h1a8 c8d7 a8e8,1313,75,94,3797,endgame mate mateIn2 queenEndgame short,https://lichess.org/oHlapIwF#Some(160),
N7ite,8/2R2qpk/3r3p/3Np3/8/4Q3/r4PPP/3R2K1 b - - 1 29,f7d5 d1d5 a2a1 c7c1 a1c1 e3c1,1185,75,98,2579,crushing endgame long,https://lichess.org/v1VKXcqG/black#Some(57),
4ldy4,6k1/5p1p/p4Rp1/1p2Q3/8/5PPP/n2q1K2/8 w - - 4 36,e5e2 d2d4 f2g2 d4f6,1206,77,91,2003,crushing endgame fork short,https://lichess.org/EMRKmApV#Some(70),
E49MC,6k1/p5pp/8/8/3P1q2/4RP1P/1p4P1/1Q4Kn w - - 1 41,e3c3 f4d4 g1h1 d4c3,1147,75,96,5150,crushing endgame fork short,https://lichess.org/qdNBCkJK#Some(80),
x4IZH,6k1/1Qn5/6q1/1p3p2/p2P3P/P1P2Pr1/4r3/R5RK w - - 2 37,b7c7 g3h3 c7h2 e2h2,1347,74,95,20722,endgame mate mateIn2 short,https://lichess.org/bur8jAjc#Some(72),
zeNHX,2b3R1/p6n/4pr1k/2pp3p/8/2P5/PPB1N3/2K5 b - - 1 35,f6f8 g8g6,1425,76,100,92,endgame mate mateIn1 oneMove,https://lichess.org/9pOxbVwt/black#Some(69),
phuOh,3r2k1/1p3ppp/p2p4/6q1/2P5/3P1n2/P1P2KPP/1RBQr3 w - - 2 28,c1g5 e1d1 b1d1 f3g5,1130,78,91,1766,advantage endgame intermezzo short,https://lichess.org/t9S1LeTZ#Some(54),
zAOPZ,5rk1/1R3p1p/p2p2p1/3P4/2Pp1R2/4r1Pq/P4Q1P/6K1 b - - 4 32,f7f5 f4h4 h3h4 g3h4,1381,75,93,8752,advantage endgame short trappedPiece,https://lichess.org/alJ9786H/black#Some(63),
t0jSP,4r1k1/pb1q1p1p/1p1P2p1/6P1/5B2/1Q4P1/5P1K/2R5 b - - 0 31,e8e2 c1c7 e2f2 h2g1 f2g2 g1f1,1352,75,93,742,crushing endgame long master,https://lichess.org/sgsHOlj5/black#Some(61),
ApW7p,rn5k/pp3Q2/5p1p/3p2p1/3P3P/P7/2q1KPP1/R6R w - - 2 23,e2f3 c2e4 f3g3 e4f4 g3h3 g5g4,1428,74,96,6203,endgame exposedKing long mate mateIn3,https://lichess.org/CY6sH1rI#Some(44),
PLzIs,3r2k1/pp4p1/2p1pp2/4N3/4P1R1/5K2/PP1r4/7R w - - 0 32,e5g6 d8d3 f3f4 d2f2,1180,77,90,634,endgame mate mateIn2 short,https://lichess.org/mtX6eIrr#Some(62),
jupxc,4R3/8/8/1P6/3k4/r3p2p/P6K/8 w - - 1 54,h2h3 e3e2 h3g4 a3e3 e8e3 d4e3,1448,75,94,4628,advancedPawn clearance crushing discoveredAttack endgame long master rookEndgame,https://lichess.org/HSsQZ8Gd#Some(106),
RztCm,8/1Q1Rnk2/p3q2p/Pp3pp1/5P1P/4P1PK/1r6/5B2 w - - 0 38,h4g5 h6g5 d7e7 e6e7,1172,77,93,1471,crushing endgame short,https://lichess.org/1u7nAy7v#Some(74),
1JzBP,8/8/4P3/8/7p/8/p1K5/k7 b - - 0 47,h4h3 e6e7 h3h2 e7e8q h2h1q e8e5,1133,75,98,2965,advancedPawn endgame long mate mateIn3 pawnEndgame promotion,https://lichess.org/o9HI3m8i/black#Some(93),
lM59I,1r5R/1r1pk1p1/5p2/3Qp3/pN2P3/P4q2/1P6/1K5R w - - 8 40,h8b8 f3h1 b1a2 b7b8,1258,75,95,11887,advantage endgame hangingPiece intermezzo short,https://lichess.org/Tg70Kw0G#Some(78),
Q8kyM,8/6bp/2pkr1p1/1pR2p2/3P1P2/2P1BK1P/1P6/8 w - - 1 39,d4d5 e6e3 f3e3 d6c5,1432,74,97,10904,crushing endgame short,https://lichess.org/h6FWWQ6i#Some(76),
wdGmk,8/8/2k1pP2/1p4K1/p2B4/2P5/4r3/8 b - - 0 48,e2e1 f6f7 e1f1 d4f6 f1f5 g5g6,1448,75,93,1142,advancedPawn clearance crushing defensiveMove endgame long quietMove,https://lichess.org/G0nY7U7t/black#Some(95),
sT0iY,q2r3k/1R3Qp1/3N1b1p/p7/2P1P3/5P2/P5PP/7K w - - 1 30,f7d5 d8d6 d5d6 a8b7,1043,83,94,1861,advantage capturingDefender deflection endgame short,https://lichess.org/etbIHZGd#Some(58),
kXv1E,2Qbk3/1p3pp1/p2p4/3P1B2/3q4/PP6/KP6/8 b - - 4 37,d4d5 c8d7 e8f8 d7d8,1028,85,93,300,deflection endgame mate mateIn2 short,https://lichess.org/KFQf8AnQ/black#Some(73),
UaggW,6k1/ppqn1pp1/7B/4RQ2/8/1P3P1P/P5PK/3r4 w - - 3 30,f5g5 c7e5 g5e5 d7e5,1449,75,94,6466,crushing endgame short,https://lichess.org/OeJAsUDL#Some(58),
Ybl6T,2r5/p5pp/5n2/4k3/2pR4/7P/P1BK1PP1/8 w - - 7 30,d2c3 f6d5 d4d5 e5d5,1240,74,99,4013,crushing endgame short,https://lichess.org/JIVZoKuX#Some(58),
nDHv8,1B4k1/2p1R3/3p3p/8/1p6/5P2/5KPP/2r5 w - - 0 38,e7c7 c1c7 b8c7 b4b3 c7d6 b3b2,1248,76,92,1179,advancedPawn crushing endgame long,https://lichess.org/FZG8SZHz#Some(74),
rm7b0,8/6p1/8/2p3P1/1pR1P3/pK1Pk3/4Br2/8 w - - 9 43,c4c5 f2e2 b3b4 a3a2,1402,75,95,9995,advancedPawn crushing endgame short,https://lichess.org/CvJlmaGN#Some(84),
NKUaw,3rk2r/1p3ppp/p7/3n4/3R4/P1N5/1P3PPP/1R4K1 b k - 0 19,d5c3 b1e1 c3e4 e1e4 e8f8 d4d8,1474,77,93,5416,deflection endgame long mate mateIn3,https://lichess.org/fIsTWtiD/black#Some(37),
19nB3,6r1/5k2/7p/1q6/3PB1Q1/5P2/5P2/5RK1 w - - 0 36,g1h2 g8g4 f3g4 b5f1,1369,75,93,2022,crushing endgame short,https://lichess.org/zv8kRx5W#Some(70),
38VxR,1r3k1r/2p2pp1/3p3p/8/2bBP3/R6P/5PP1/2R3K1 b - - 3 29,b8b4 a3a8 f8e7 a8h8,1223,76,93,1359,crushing endgame short skewer,https://lichess.org/zVKbVNdF/black#Some(57),
G3O8w,4R3/kp6/p1p5/2Pq4/1Q3P2/P2r4/KP6/8 w - - 1 46,a2b1 d3d1 b1c2 d5d3,1145,78,100,60,endgame mate mateIn2 short,https://lichess.org/2kJ1yS0j#Some(90),
h3kQW,6k1/8/3Prr2/5qp1/3Q4/4RPK1/8/7R w - - 0 45,e3e6 f5f3 g3h2 f6e6,1456,438,100,6,endgame equality fork intermezzo short,https://lichess.org/kA307iow#Some(88),
NkSe4,8/p3kp2/1p5p/2ppPKp1/6P1/2P5/PP5P/8 b - - 1 28,d5d4 c3d4 c5d4 f5e4 d4d3 e4d3,1155,80,92,3183,advantage endgame long pawnEndgame,https://lichess.org/86bCqadS/black#Some(55),
msy8M,4R3/8/8/3k4/3r4/4K3/8/8 b - - 4 73,d5c4 e8c8 c4d5 c8d8,1088,89,92,978,crushing endgame master rookEndgame short,https://lichess.org/ATIZFIhk/black#Some(145),
skLqm,1k3b1r/p1rR1p1p/R3p1p1/2p1P3/1P3PP1/2P1K2P/6B1/8 w - - 2 26,a6a7 c7a7 d7a7 b8a7,1021,76,100,236,advantage endgame short,https://lichess.org/NEl1vr3B#Some(50),
78ggw,r2r4/p4pkp/1p1b2p1/8/1P1R4/3P4/P2B1PPP/4R1K1 b - - 0 24,d6h2 g1h2 d8d4 d2c3 g7h6 c3d4,1079,76,95,2240,crushing endgame long pin sacrifice,https://lichess.org/a8wYJhAX/black#Some(47),
vp02b,5Q2/8/3p2p1/6k1/1P1q4/P1r4P/1n2RPP1/6K1 b - - 5 35,c3c1 g1h2 d4f4 f8f4,1365,119,100,60,crushing endgame short,https://lichess.org/9atJ9mPF/black#Some(69),
ptSaf,7r/1Q6/p1n2kp1/1b3p1r/4p3/2P3P1/P1P2KP1/3R4 b - - 4 34,c6e5 d1d6 f6g5 b7e7 g5h6 e7e5,1154,75,97,13355,crushing endgame fork long,https://lichess.org/FeWDqCDz/black#Some(67),
oXdTQ,3rr2k/p4pp1/1pP4p/5N1q/Q4P2/P3p1PP/1P6/3R1RK1 b - - 0 28,d8d1 f1d1 e3e2 d1e1,1486,244,100,21,endgame equality short,https://lichess.org/Z3kj2ufy/black#Some(55),
Yt7vz,8/pB6/3k1p2/1P1n1Kp1/6P1/5P2/8/8 b - - 2 47,d6c5 b7d5 c5d5 f5f6,1187,76,97,8672,crushing endgame short,https://lichess.org/V7pMURBs/black#Some(93),
s7JT3,8/4k3/3n4/2pP1p1p/1nN1pP1P/1P2K1P1/N7/8 w - - 1 45,a2b4 d6c4 b3c4 c5b4,1381,78,95,20787,crushing endgame intermezzo knightEndgame master short,https://lichess.org/LodNKFtI#Some(88),
I4Giv,8/6k1/8/7p/1P6/P7/2Q5/1K2q3 w - - 3 59,c2c1 e1c1 b1c1 h5h4,1419,76,93,4906,crushing defensiveMove endgame queenEndgame short,https://lichess.org/MMZT80V0#Some(116),
69jtB,3k4/7R/3K4/4p3/4Pp2/1r3P2/8/8 b - - 13 58,b3f3 h7h8,1157,75,97,1673,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/JLdXJ3O0/black#Some(115),
pyjjn,6k1/3q1pp1/p3n2p/1pp1P3/8/1PP1RNP1/1P3PKP/3rQ3 w - - 3 27,e1e2 e6f4 g3f4 d7g4,1046,76,95,6136,clearance endgame mate mateIn2 sacrifice short,https://lichess.org/65ONS6IO#Some(52),
xyY3k,4r1k1/1b3p1p/1Q4p1/p7/3Pq3/4P3/B4PPP/2R3K1 w - - 1 27,a2f7 g8f7 c1c7 e8e7,1072,77,90,83,advantage endgame hangingPiece short,https://lichess.org/b6FAnsNj#Some(52),
zYNeP,7r/pp3p2/5k2/3p4/6R1/3B1n2/PPP2P1P/6K1 w - - 4 29,g1f1 f3h2 f1g2 h2g4,1035,90,94,506,crushing endgame fork short,https://lichess.org/kDI8BIG6#Some(56),
4bs3p,r6k/pp3B1P/n1pp1p2/8/8/2P1q3/PP6/1K4RR b - - 3 28,a8f8 g1g8 f8g8 h7g8q,1098,76,94,4647,advancedPawn doubleCheck endgame mate mateIn2 promotion short,https://lichess.org/dLQEJlu9/black#Some(55),
4soe7,1r4k1/4bppp/p1R5/r2pp3/P3P3/1P2BP2/6PP/1R4K1 w - - 0 29,e3b6 b8b6 c6b6 e7c5 g1f1 c5b6,1263,74,94,9122,attraction crushing endgame fork long sacrifice,https://lichess.org/33KUqUi8#Some(56),
ISNs9,6k1/1pp2pbp/p3p1p1/4P3/3qBQ2/1P6/P1P2PPP/6K1 w - - 1 27,f4f3 d4a1 f3d1 a1d1,1117,78,92,82,backRankMate endgame mate mateIn2 short,https://lichess.org/B2SkUMOm#Some(52),
KmIbi,8/1b6/6r1/3k1pP1/1ppPpP1r/4K1RP/1P6/R7 b - - 1 41,b7a6 a1a5 d5e6 a5a6,1129,75,100,376,advantage endgame interference short,https://lichess.org/OLDephOt/black#Some(81),
xbK0M,R1b1k2q/2R1n2p/5p2/8/8/4B1P1/5K1P/8 b - - 0 33,h8g7 a8c8 e7c8 c7g7,1422,75,93,4971,crushing endgame short,https://lichess.org/XL6Jj1JL/black#Some(65),
xiwhy,4R3/1p1r1p1k/p2N1Qpp/2q5/8/7P/P5P1/6K1 w - - 6 54,g1h2 c5d6 f6d6 d7d6,1393,74,98,1213,advantage endgame short,https://lichess.org/9PegXo3l#Some(106),
bcP2J,4k3/2pr1ppp/P7/8/8/6P1/5P1P/2R3K1 b - - 0 33,d7d6 a6a7 d6a6 c1c7,1484,76,94,5636,advancedPawn crushing endgame rookEndgame short,https://lichess.org/vllB0pLK/black#Some(65),
207Ok,1r4k1/3RP2p/3p2p1/2pP1p2/1p3P2/1P4P1/6P1/7K b - - 0 39,g8f7 d7d8 f7e7 d8b8,1410,76,96,16557,crushing endgame master rookEndgame short,https://lichess.org/ED9CAeCR/black#Some(77),
UGD5c,5bk1/pp3p1p/4p1p1/8/2r5/5N2/2P3PP/R3R1K1 w - - 0 28,a1a7 f8c5 g1f1 c5a7,1021,83,93,354,advantage endgame fork short,https://lichess.org/Oe0bgSfD#Some(54),
SG65T,7r/1p1k3p/3p2PR/2p1nP2/1pP1P3/1P6/2K5/8 b - - 0 36,e5g4 h6h7 h8h7 g6h7,1234,77,97,4503,advancedPawn crushing endgame short,https://lichess.org/3C3d4n36/black#Some(71),
oyHiC,2R5/P7/7p/3n4/6kP/5pb1/8/5K2 w - - 8 57,a7a8q d5e3 f1g1 f3f2 g1h1 f2f1q,1207,75,95,3905,advancedPawn deflection endgame exposedKing long mate mateIn3 promotion,https://lichess.org/7i7nsXR6#Some(112),
ZxLwP,5k2/R7/3K1q2/1p1Bp1p1/1P2P3/2P5/7P/8 w - - 1 49,d6c5 f6f2 c5b5 f2a7,1161,77,93,1853,crushing endgame short skewer,https://lichess.org/Zr2RG3nS#Some(96),
fVrgK,8/1p3pqk/p1p1p2P/7Q/PP3p2/2P2N2/5RP1/3r2K1 w - - 1 32,g1h2 g7g3,1125,76,100,808,endgame mate mateIn1 oneMove,https://lichess.org/zekPPeHj#Some(62),
KVOg0,6B1/3Rb2p/5k2/3Pp1p1/1p3p2/2r2P1P/6PK/8 b - - 11 42,h7h6 d5d6 e7d6 d7d6,1055,80,91,609,advantage endgame short,https://lichess.org/Odiv0FNp/black#Some(83),
EhKA8,6k1/p3rp1p/1p4p1/2p1n3/2B2R2/1P6/1K3P1P/3R4 w - - 2 28,d1e1 e5c4 f4c4 e7e1,1357,82,93,10973,crushing discoveredAttack endgame short,https://lichess.org/l9tXpKo4#Some(54),
Qk86L,8/5pk1/5r2/7p/4Q3/P7/1b3qPP/2R1R2K w - - 6 39,c1c2 f2f1 e1f1 f6f1,1069,75,99,1389,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/SDS875jx#Some(76),
hAHEG,2Q5/7k/1pPq1p2/p1nPp1r1/2B1P3/B7/P4PP1/6K1 w - - 4 41,c8b7 c5b7 a3d6 b7d6,1385,74,93,892,advantage endgame short,https://lichess.org/XjSKTg6O#Some(80),
XEYAB,2r5/q5kp/p1npppp1/8/1PQ1PP2/2P3K1/6PP/2RR4 w - - 2 37,g3f3 c6e5 f4e5 c8c4,1177,76,91,3924,crushing discoveredAttack endgame short,https://lichess.org/jXpyWmRz#Some(72),
